assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
508612,12776,Mantella aurantiaca,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Mantella,aurantiaca,,,,"Mocquard, 1900",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
511335,1301,Anhydrophryne rattrayi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PYXICEPHALIDAE,Anhydrophryne,rattrayi,,,,"Hewitt, 1919",Vulnerable,B1ab(iii),3.1,Unknown,Global
516093,135803,Bolitoglossa bramei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,bramei,,,,"Wake, Savage &amp; Hanken, 2007",Least Concern,,3.1,Stable,Global
516369,135889,Telmatobius sanborni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sanborni,,,,"Schmidt, 1954",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
516500,135968,Chimerella mariaelenae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Chimerella,mariaelenae,,,,"(Cisneros-Heredia &amp; McDiarmid, 2006)",Least Concern,,3.1,Unknown,Global
516817,136015,Pristimantis aquilonaris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,aquilonaris,,,,"Lehr, Aguilar, Siu-Ting and Jordán, 2007",Least Concern,,3.1,Stable,Global
517178,136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Ctenophryne,barbatula,,,,"(Lehr &amp; Trueb, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
517485,136055,Anodonthyla moramora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,moramora,,,,"Glaw &amp; Vences, 2005",Endangered,B1ab(iii),3.1,Decreasing,Global
517629,136056,Zhangixalus yinggelingensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Zhangixalus,yinggelingensis,,,,"(Chou, Lau &amp; Chan, 2007)",Vulnerable,D2,3.1,Stable,Global
517753,136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,"Wake, Savage &amp; Hanken, 2007",Endangered,B1ab(iii),3.1,Decreasing,Global
517865,136129,Telmatobius punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,punctatus,,,,"Vellard, 1955",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
518002,78526171,Oreobates lehri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Oreobates,lehri,,,,"(Padial, Chaparro &amp; De la Riva, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
779119,158472,Pristimantis leucorrhinus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,leucorrhinus,,,,"Boano, Mazzotti &amp; Sindaco, 2008",Data Deficient,,3.1,Unknown,Global
1076622,164889,Boophis baetkei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Boophis,baetkei,,,,"Köhler, Glaw &amp; Vences, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
1332193,171808,Anomaloglossus moffetti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,moffetti,,,,"Barrio-Amorós &amp; Brewer-Carías, 2008",Near Threatened,B1ab(iii),3.1,Unknown,Global
1332307,171810,Hyalinobatrachium mesai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,mesai,,,,"Barrio-Amorós &amp; Brewer-Carías, 2008",Data Deficient,,3.1,Unknown,Global
1332420,171813,Pristimantis sarisarinama,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,sarisarinama,,,,"Barrio-Amorós &amp; Brewer-Carías, 2008",Near Threatened,B1ab(iii),3.1,Unknown,Global
1339769,172286,Pristimantis auricarens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,auricarens,,,,"Myers &amp; Donnelly, 2008",Near Threatened,B1ab(iii),3.1,Stable,Global
1375545,173018,Nyctibatrachus dattatreyaensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,dattatreyaensis,,,,"Dinesh, Radhakrishnan &amp; Bhatta, 2008",Critically Endangered,B1ab(iii),3.1,Unknown,Global
1422889,175363,Callulina dawida,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,dawida,,,,"Loader, Measey, De Sá &amp; Malonza, 2009",Critically Endangered,B2ab(iii),3.1,Decreasing,Global
1437330,176287,Petropedetes vulpiae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Petropedetes,vulpiae,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",Least Concern,,3.1,Decreasing,Global
1437461,176288,Petropedetes euskircheni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Petropedetes,euskircheni,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
1437569,176289,Petropedetes juliawurstnerae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Petropedetes,juliawurstnerae,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
1781357,185662,Pristimantis muchimuk,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,muchimuk,,,," Barrio-Amorós, Mesa, Brewer-Carías &amp; McDiarmid, 2010",Vulnerable,D2,3.1,Stable,Global
1783224,185791,Noblella coloma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Noblella,coloma,,,,"Guayasamin &amp; Terán-Valdez, 2009",Data Deficient,,3.1,Unknown,Global
1783269,185792,Cryptobatrachus remotus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Cryptobatrachus,remotus,,,,"Infante-Rivero, Rojas-Runjaic &amp; Barrio-Amorós, 2009",Vulnerable,B1ab(iii),3.1,Stable,Global
1809596,186063,Bolitoglossa robinsoni,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,robinsoni,,,,"Bolaños &amp; Wake, 2009",Data Deficient,,3.1,Unknown,Global
1810426,186104,Bolitoglossa pygmaea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,pygmaea,,,,"Bolaños &amp; Wake, 2009",Vulnerable,D2,3.1,Stable,Global
1810433,186158,Raorchestes akroparallagi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,akroparallagi,,,,"(Biju &amp; Bossuyt, 2009)",Least Concern,,3.1,Stable,Global
1810554,186160,Raorchestes chotta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,chotta,,,,"(Biju &amp; Bossuyt, 2009)",Data Deficient,,3.1,Unknown,Global
1810681,186161,Raorchestes coonoorensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,coonoorensis,,,,"(Biju &amp; Bossuyt, 2009)",Least Concern,,3.1,Stable,Global
1810971,186164,Pseudophilautus kani,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Pseudophilautus,kani,,,,"(Biju &amp; Bossuyt, 2009)",Least Concern,,3.1,Stable,Global
1811113,186166,Raorchestes sushili,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,sushili,,,,"(Biju &amp; Bossuyt, 2009)",Critically Endangered,B1ab(iii),3.1,Unknown,Global
1828505,187830,Raorchestes chromasynchysi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,chromasynchysi,,,,"(Biju &amp; Bossuyt, 2009)",Vulnerable,B1ab(iii),3.1,Stable,Global
1960715,190914,Anodonthyla pollicaris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,pollicaris,,,,"(Boettger, 1913)",Data Deficient,,3.1,Unknown,Global
1961657,190941,Anodonthyla emilei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,emilei,,,,"Vences, Glaw, Köhler &amp; Wollenberg, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
1964135,190980,Ectopoglossus confusus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Ectopoglossus,confusus,,,,"(Myers &amp; Grant, 2009)",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
1965467,190990,Ichthyophis khumhzi,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Ichthyophis,khumhzi,,,,"Kamei, Wilkinson, Gower &amp; Biju, 2009",Data Deficient,,3.1,Unknown,Global
1965581,190991,Ichthyophis moustakius,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Ichthyophis,moustakius,,,,"Kamei, Wilkinson, Gower &amp; Biju, 2009",Data Deficient,,3.1,Unknown,Global
1965696,190992,Ichthyophis sendenyu,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Ichthyophis,sendenyu,,,,"Kamei, Wilkinson, Gower &amp; Biju, 2009",Data Deficient,,3.1,Unknown,Global
1965805,190994,Limnonectes megastomias,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Limnonectes,megastomias,,,,"McLeod, 2008",Vulnerable,B1ab(iii),3.1,Decreasing,Global
1965932,190997,Odorrana geminata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,geminata,,,,"Bain, Stuart, Nguyen, Che &amp; Rao, 2009",Vulnerable,B1ab(iii),3.1,Decreasing,Global
1966043,190998,Osteocephalus castaneicola,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Osteocephalus,castaneicola,,,,"Moravec, Aparicio, Guerrero-Reinhard, Calderón, Jungfer &amp; Gvoždík, 2009",Least Concern,,3.1,Stable,Global
1966296,191003,Scinax iquitorum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Scinax,iquitorum,,,,"Moravec, Tuanama, Pérez-Peña &amp; Lehr, 2009",Least Concern,,3.1,Unknown,Global
1966303,191004,Minervarya chilapata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,chilapata,,,,"Ohler, Deuti, Grosjean, Paul, Ayyaswamy, Ahmed &amp; Dutta, 2009",Data Deficient,,3.1,Unknown,Global
1966413,191005,Rhaebo andinophrynoides,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhaebo,andinophrynoides,,,,"Mueses-Cisneros, 2009 ",Vulnerable,B1ab(iii),3.1,Decreasing,Global
2180016,192931,Leptobrachella applebyi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,applebyi,,,,"(Rowley &amp; Cao, 2009)",Endangered,B1ab(iii),3.1,Decreasing,Global
2235726,193425,Callulina hanseni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,hanseni,,,,"Loader, Gower, Müller &amp; Menegon, 2010",Critically Endangered,B1ab(iii),3.1,Unknown,Global
2235870,193426,Callulina kanga,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,kanga,,,,"Loader, Gower, Müller &amp; Menegon, 2010",Critically Endangered,B1ab(iii),3.1,Unknown,Global
2236006,193427,Callulina laphami,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,laphami,,,,"Loader, Gower, Ngalason &amp; Menegon, 2010",Critically Endangered,B1ab(iii),3.1,Unknown,Global
2236156,193428,Callulina shengena,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,shengena,,,,"Loader, Gower, Ngalason &amp; Menegon, 2010",Critically Endangered,B1ab(iii),3.1,Unknown,Global
2311558,194313,Bolitoglossa daryorum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,daryorum,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
2311664,194314,Bolitoglossa eremia,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,eremia,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
2311756,194315,Bolitoglossa huehuetenanguensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,huehuetenanguensis,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2311847,194316,Bolitoglossa kaqchikelorum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,kaqchikelorum,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
2311931,194317,Bolitoglossa la,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,la,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
2312022,194318,Bolitoglossa ninadormida,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,ninadormida,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312109,194319,Bolitoglossa nussbaumi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,nussbaumi,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312193,194320,Bolitoglossa nympha,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,nympha,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Least Concern,,3.1,Decreasing,Global
2312288,194321,Bolitoglossa pacaya,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,pacaya,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
2312402,194322,Bolitoglossa psephena,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,psephena,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Data Deficient,,3.1,Unknown,Global
2312577,194324,Bolitoglossa tzultacaj,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,tzultacaj,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312661,194325,Bolitoglossa xibalba,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,xibalba,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Endangered,B1ab(iii),3.1,Unknown,Global
2372689,195008,Eleutherodactylus diplasius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,diplasius,,,,"Schwartz, 1973",Endangered,B1ab(iii),3.1,Unknown,Global
2372949,195011,Eleutherodactylus notidodes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,notidodes,,,,"Schwartz, 1966",Endangered,B1ab(iii),3.1,Decreasing,Global
2373082,195012,Eleutherodactylus paralius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paralius,,,,"Schwartz, 1976",Near Threatened,,3.1,Stable,Global
2373229,195014,Eleutherodactylus sommeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sommeri,,,,"Schwartz, 1977",Endangered,B1ab(iii),3.1,Unknown,Global
2382187,195401,Ingerophrynus ledongensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ingerophrynus,ledongensis,,,,"(Fei, Ye &amp; Huang, 2009)",Near Threatened,B2b(iii),3.1,Stable,Global
2382222,195406,Odorrana nanjiangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,nanjiangensis,,,,"Fei, Ye, Xie &amp; Jiang, 2007",Near Threatened,B1ab(iii),3.1,Decreasing,Global
2382229,195407,Paramesotriton longliensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,longliensis,,,,"Li, Tian, Gu &amp; Xiong, 2008",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
2382236,195408,Megophrys sangzhiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,sangzhiensis,,,,"Jiang, Ye &amp; Fei, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2458576,196453,Ceuthomantis smaragdinus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Ceuthomantis,smaragdinus,,,,"Heinicke, Duellman, Trueb, Means, MacCulloch &amp; Hedges, 2009",Vulnerable,D2,3.1,Unknown,Global
2479482,197090,Aromobates tokuko,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,tokuko,,,,"Rojas-Runjaic, Infante-Rivero &amp; Barrio-Amorós, 2011",Vulnerable,D2,3.1,Stable,Global
2614072,199851,Pristimantis bambu,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,bambu,,,,"Arteaga-Navarro &amp; Guayasamin, 2011",Data Deficient,,3.1,Stable,Global
2614309,199853,Osornophryne cofanorum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Osornophryne,cofanorum,,,,"Mueses-Cisneros, Yánez-Muñoz &amp; Guayasamin, 2010",Least Concern,,3.1,Stable,Global
2623523,199970,Ambystoma mavortium,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,mavortium,,,,"Baird, 1850",Least Concern,,3.1,Unknown,Global
2675750,200645,Telmatobius rubigo,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,rubigo,,,,"Barrionuevo &amp; Baldo, 2009",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
2706032,201414,Craugastor galacticorhinus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,galacticorhinus,,,,"(Canseco-Márquez &amp; Smith, 2004)",Endangered,B1ab(iii),3.1,Unknown,Global
2744064,202410,Callulina meteora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Callulina,meteora,,,,"Menegon, Gower &amp; Loader, 2011",Critically Endangered,B1ab(iii),3.1,Unknown,Global
2745548,202528,Arthroleptis anotis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,anotis,,,,"Loader, Poynton, Lawson, Blackburn &amp; Menegon, 2011",Data Deficient,,3.1,Unknown,Global
2775788,21584,Telmatobius peruvianus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,peruvianus,,,,"Wiegmann, 1834",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
2790184,29432,Ameerega planipaleae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Ameerega,planipaleae,,,,"(Morales &amp; Velazco, 1998)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
2794989,3070,Breviceps macrops,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Breviceps,macrops,,,,"Boulenger, 1907",Near Threatened,B1ab(iii)+2ab(iii),3.1,Unknown,Global
3014515,54346,Osteopilus vastus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Osteopilus,vastus,,,,"(Cope, 1871)",Vulnerable,"B2ab(i,ii,iii)",3.1,Unknown,Global
3014681,54364,Arthroleptis adolfifriederici,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,adolfifriederici,,,,"Nieden, 1911",Least Concern,,3.1,Unknown,Global
3014890,45550871,Arthroleptis stenodactylus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,stenodactylus,,,,"Pfeffer, 1893",Least Concern,,3.1,Stable,Global
3015050,54393,Arthroleptis wahlbergii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,wahlbergii,,,,"Smith, 1849",Least Concern,,3.1,Stable,Global
3015179,54444,Barbourula kalimantanensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BOMBINATORIDAE,Barbourula,kalimantanensis,,,,"Iskandar, 1978",Endangered,B1ab(iii),3.1,Decreasing,Global
3015679,54479,Ansonia penangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,penangensis,,,,"Stoliczka, 1870",Least Concern,,3.1,Unknown,Global
3015811,54519,Atelopus laetissimus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,laetissimus,,,,"Ruíz-Carranza, Ardila-Robayo &amp; Hernández-Camacho, 1994",Endangered,B1ab(iii),3.1,Stable,Global
3015954,54531,Atelopus nahumae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,nahumae,,,,"Ruíz-Carranza, Ardila-Robayo &amp; Hernández-Camacho, 1994",Endangered,B1ab(iii),3.1,Unknown,Global
3016090,54544,Atelopus pulcher,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,pulcher,,,,"(Boulenger, 1882)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
3016252,54560,Atelopus varius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,varius,,,,"(Lichtenstein &amp; Martens, 1856)",Critically Endangered,A4ce,3.1,Unknown,Global
3016485,54573,Vandijkophrynus angusticeps,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Vandijkophrynus,angusticeps,,,,"(Smith, 1848)",Least Concern,,3.1,Unknown,Global
3016604,54575,Rhinella arborescandens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhinella,arborescandens,,,,"(Duellman &amp; Schulte, 1992)",Endangered,B1ab(iii),3.1,Decreasing,Global
3016893,54636,Poyntonophrynus fenoulheti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Poyntonophrynus,fenoulheti,,,,"(Hewitt &amp; Methuen, 1912)",Least Concern,,3.1,Unknown,Global
3017254,54648,Vandijkophrynus gariepensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Vandijkophrynus,gariepensis,,,,"(Smith, 1848)",Least Concern,,3.1,Unknown,Global
3018008,54660,Rhaebo haematiticus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Rhaebo,haematiticus,,,,"(Cope, 1862)",Least Concern,,3.1,Decreasing,Global
3018482,84519931,Sclerophrys maculata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Sclerophrys,maculata,,,,"(Hallowell, 1854)",Least Concern,,3.1,Stable,Global
3019014,54731,Incilius perplexus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,perplexus,,,,"(Taylor, 1943)",Least Concern,,3.1,Stable,Global
3019754,54748,Vandijkophrynus robinsoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Vandijkophrynus,robinsoni,,,,"(Branch &amp; Braack, 1996)",Least Concern,,3.1,Unknown,Global
3020048,54793,Poyntonophrynus vertebralis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Poyntonophrynus,vertebralis,,,,"(Smith, 1842)",Least Concern,,3.1,Unknown,Global
3020160,54801,Capensibufo tradouwi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Capensibufo,tradouwi,,,,"Hewitt, 1926",Least Concern,,3.1,Unknown,Global
3020276,138045255,Leptophryne cruentata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Leptophryne,cruentata,,,,"(Tschudi, 1838)",Critically Endangered,C2a(i),3.1,Decreasing,Global
3020742,54863,Sabahphrynus maculatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Sabahphrynus,maculatus,,,,"(Mocquard, 1890)",Least Concern,,3.1,Unknown,Global
3020885,88416812,Pelophryne guentheri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Pelophryne,guentheri,,,,"(Boulenger, 1882)",Least Concern,,3.1,Unknown,Global
3021025,54885,Schismaderma carens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Schismaderma,carens,,,,"(Smith, 1848)",Least Concern,,3.1,Unknown,Global
3021199,54920,Sachatamia ilex,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Sachatamia,ilex,,,,"(Savage, 1967)",Least Concern,,3.1,Decreasing,Global
3021342,54960,Cochranella euknemos,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Cochranella,euknemos,,,,"(Savage &amp; Starrett, 1967)",Least Concern,,3.1,Decreasing,Global
3021552,54964,Cochranella granulosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Cochranella,granulosa,,,,"(Taylor, 1949)",Least Concern,,3.1,Decreasing,Global
3021859,55014,Hyalinobatrachium fleischmanni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,fleischmanni,,,,"(Boettger, 1893)",Least Concern,,3.1,Stable,Global
3022366,43268296,Hyalinobatrachium orientale,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,orientale,,,,"(Rivero, 1968)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
3022505,55030,Teratohyla pulverata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Teratohyla,pulverata,,,,"(Peters, 1873)",Least Concern,,3.1,Unknown,Global
